seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	54243851	54244027	177	*	X02475	81608	54243820	54326103	82284	+	0	inside	30	FIP1L1
chr4	54930492	54930885	394	*	X02476	26511	54875958	54930815	54858	-	0	overlapStart	0	CHIC2
chr4	54930949	54931007	59	*	X02477	26511	54875958	54930815	54858	-	133	upstream	133	CHIC2
chr4	56262125	56262140	16	*	X02478	55858	56262080	56292342	30263	+	0	inside	44	TMEM165
chr4	56262319	56262398	80	*	X02479	55858	56262080	56292342	30263	+	0	inside	238	TMEM165
chr4	56412972	56413031	60	*	X02481	9575	56294068	56413076	119009	-	0	inside	44	CLOCK
chr4	56413045	56413072	28	*	X02482	9575	56294068	56413076	119009	-	0	inside	3	CLOCK
chr4	56815035	56815107	73	*	X02483	9662	56814974	56899529	84556	+	0	inside	60	CEP135
chr4	56815195	56815371	177	*	X02484	9662	56814974	56899529	84556	+	0	inside	220	CEP135
chr4	57253654	57253664	11	*	X02489	132949	57204457	57253638	49182	-	15	upstream	15	AASDH
chr4	57303214	57303278	65	*	X02490	5471	57259529	57301802	42274	-	1411	upstream	1411	PPAT
chr4	57303342	57303440	99	*	X02491	5471	57259529	57301802	42274	-	1539	upstream	1539	PPAT
chr4	57773927	57774136	210	*	X02492	5978	57774042	57832976	58935	+	0	overlapStart	0	REST
chr4	68411006	68411287	282	*	X02493	1060	68337989	68411256	73268	-	0	overlapStart	0	CENPC
chr4	71553836	71554287	452	*	X02495	57050	71554196	71556268	2073	+	0	overlapStart	0	UTP3
chr4	71570376	71570436	61	*	X02496	22902	71570654	71674336	103683	+	217	upstream	217	RUFY3
chr4	71705460	71705651	192	*	X02499	2926	71681499	71705627	24129	-	0	overlapStart	0	GRSF1
chr4	71859162	71859188	27	*	X02500	1633	71859265	71896629	37365	+	76	upstream	76	DCK
chr4	71859229	71859556	328	*	X02501	1633	71859265	71896629	37365	+	0	overlapStart	0	DCK
chr4	73934955	73935513	559	*	X02502	285521	73920416	73935472	15057	-	0	overlapStart	0	COX18
chr4	73935525	73935554	30	*	X02503	285521	73920416	73935472	15057	-	52	upstream	52	COX18
chr4	74124811	74125046	236	*	X02504	26057	73940502	74124502	184001	-	308	upstream	308	ANKRD17
chr4	76439447	76439466	20	*	X02507	152815	76439654	76472540	32887	+	187	upstream	187	THAP6
chr4	76439447	76439466	20	*	X02507	25898	76404247	76439640	35394	-	0	inside	173	RCHY1
chr4	76439482	76439509	28	*	X02508	152815	76439654	76472540	32887	+	144	upstream	144	THAP6
chr4	76439482	76439509	28	*	X02508	25898	76404247	76439640	35394	-	0	inside	130	RCHY1
chr4	76439630	76439862	233	*	X02509	152815	76439654	76472540	32887	+	0	overlapStart	0	THAP6
chr4	76439630	76439862	233	*	X02509	25898	76404247	76439640	35394	-	0	overlapStart	0	RCHY1
chr4	76598319	76598716	398	*	X02512	9908	76567953	76598667	30715	-	0	overlapStart	0	G3BP2
chr4	76598797	76598807	11	*	X02513	9908	76567953	76598667	30715	-	129	upstream	129	G3BP2
chr4	76861957	76862024	68	*	X02514	27163	76831808	76862166	30359	-	0	inside	141	NAAA
chr4	76862036	76862119	84	*	X02515	27163	76831808	76862166	30359	-	0	inside	46	NAAA
chr4	76911899	76912159	261	*	X02516	55153	76871068	76912113	41046	-	0	overlapStart	0	SDAD1
chr4	77069400	77069661	262	*	X02517	53371	77035817	77069655	33839	-	0	overlapStart	0	NUP54
chr4	77069704	77069813	110	*	X02518	53371	77035817	77069655	33839	-	48	upstream	48	NUP54
chr4	77134706	77134747	42	*	X02519	100129583	77135193	77204936	69744	+	445	upstream	445	FAM47E
chr4	77134769	77135113	345	*	X02520	100129583	77135193	77204936	69744	+	79	upstream	79	FAM47E
chr4	77134769	77135113	345	*	X02520	950	77079892	77135052	55161	-	0	overlapStart	0	SCARB2
chr4	77135125	77135145	21	*	X02521	100129583	77135193	77204936	69744	+	47	upstream	47	FAM47E
chr4	77135125	77135145	21	*	X02521	950	77079892	77135052	55161	-	72	upstream	72	SCARB2
chr4	77172696	77172707	12	*	X02522	100631383	77172853	77232283	59431	+	145	upstream	145	FAM47E-STBD1
chr4	77172994	77173035	42	*	X02523	100631383	77172853	77232283	59431	+	0	inside	140	FAM47E-STBD1
chr4	77227447	77227658	212	*	X02524	8987	77227179	77232283	5105	+	0	inside	267	STBD1
chr4	77870935	77871089	155	*	X02526	55752	77870895	77959768	88874	+	0	inside	39	SEPTIN11
chr4	77997078	77997092	15	*	X02528	10983	77969177	77997125	27949	-	0	inside	32	CCNI
chr4	77997107	77997590	484	*	X02529	10983	77969177	77997125	27949	-	0	overlapStart	0	CCNI
chr4	78077894	78078414	521	*	X02530	901	78078357	78091213	12857	+	0	overlapStart	0	CCNG2
chr4	78740395	78740667	273	*	X02534	246175	78634541	78740544	106004	-	0	overlapStart	0	CNOT6L
chr4	78783641	78784117	477	*	X02535	65008	78783805	78873944	90140	+	0	overlapStart	0	MRPL1
chr4	79696971	79697215	245	*	X02536	55589	79697532	79833341	135810	+	316	upstream	316	BMP2K
chr4	80994220	80994471	252	*	X02537	118429	80822771	80994477	171707	-	0	inside	5	ANTXR2
chr4	83294985	83295040	56	*	X02539	3184	83274467	83295149	20683	-	0	inside	108	HNRNPD
chr4	83295055	83295265	211	*	X02540	3184	83274467	83295149	20683	-	0	overlapStart	0	HNRNPD
chr4	83295314	83295353	40	*	X02541	3184	83274467	83295149	20683	-	164	upstream	164	HNRNPD
chr4	83295482	83295622	141	*	X02542	3184	83274467	83295149	20683	-	332	upstream	332	HNRNPD
chr4	83295734	83295762	29	*	X02543	3184	83274467	83295149	20683	-	584	upstream	584	HNRNPD
chr4	83350030	83350323	294	*	X02544	58478	83351726	83382244	30519	+	1402	upstream	1402	ENOPH1
chr4	83350431	83350538	108	*	X02545	58478	83351726	83382244	30519	+	1187	upstream	1187	ENOPH1
chr4	83719861	83719885	25	*	X02546	79966	83550690	83720010	169321	-	0	inside	124	SCD5
chr4	83822000	83822151	152	*	X02548	100499177	83814605	83822069	7465	-	0	overlapStart	0	THAP9-AS1
chr4	83822000	83822151	152	*	X02548	22872	83739814	83822069	82256	-	0	overlapStart	0	SEC31A
chr4	83822000	83822151	152	*	X02548	79725	83821837	83841438	19602	+	0	inside	162	THAP9
chr4	83933984	83934031	48	*	X02550	132660	83845756	83934040	88285	-	0	inside	8	LIN54
chr4	83955846	83956064	219	*	X02551	51138	83956239	83996971	40733	+	174	upstream	174	COPS4
chr4	83956301	83956428	128	*	X02552	51138	83956239	83996971	40733	+	0	inside	61	COPS4
chr4	84205621	84206010	390	*	X02554	27235	84182689	84206067	23379	-	0	inside	56	COQ2
chr4	84376852	84377371	520	*	X02555	113510	84328499	84377025	48527	-	0	overlapStart	0	HELQ
chr4	84376852	84377371	520	*	X02555	51023	84377118	84382929	5812	+	0	overlapStart	0	MRPS18C
chr4	84405963	84406273	311	*	X02556	84142	84382094	84406290	24197	-	0	inside	16	ABRAXAS1
chr4	87856169	87856371	203	*	X02557	100506746	87846046	87856002	9957	-	166	upstream	166	AFF1-AS1
chr4	87856169	87856371	203	*	X02557	4299	87856154	88062206	206053	+	0	inside	14	AFF1
chr4	88141609	88141705	97	*	X02559	57563	88082214	88141674	59461	-	0	overlapStart	0	KLHL8
chr4	88343624	88343878	255	*	X02560	53343	88343728	88380606	36879	+	0	overlapStart	0	NUDT9
chr4	88343899	88344028	130	*	X02561	53343	88343728	88380606	36879	+	0	inside	170	NUDT9
chr4	88928797	88928932	136	*	X02562	5311	88928799	88998931	70133	+	0	overlapStart	0	PKD2
chr4	89378212	89378395	184	*	X02565	51191	89378268	89427319	49052	+	0	overlapStart	0	HERC5
chr4	89444684	89444916	233	*	X02569	100996939	89442129	89444952	2824	-	0	inside	35	PYURF
chr4	89445058	89445075	18	*	X02570	100996939	89442129	89444952	2824	-	105	upstream	105	PYURF
chr4	90032149	90032169	21	*	X02571	166815	90033968	90036052	2085	+	1798	upstream	1798	TIGD2
chr4	90032652	90032813	162	*	X02572	10144	89647105	90032549	385445	-	102	upstream	102	FAM13A
chr4	90032652	90032813	162	*	X02572	166815	90033968	90036052	2085	+	1154	upstream	1154	TIGD2
chr4	95128987	95129015	29	*	X02574	56916	95128759	95212443	83685	+	0	inside	227	SMARCAD1
chr4	95373057	95373273	217	*	X02575	10611	95373008	95589378	216371	+	0	inside	48	PDLIM5
chr4	99182075	99182439	365	*	X02576	5910	99182527	99365012	182486	+	87	upstream	87	RAP1GDS1
chr4	99579698	99579780	83	*	X02577	10098	99391518	99579812	188295	-	0	inside	31	TSPAN5
chr4	99579896	99579909	14	*	X02578	10098	99391518	99579812	188295	-	83	upstream	83	TSPAN5
chr4	99579953	99580019	67	*	X02579	10098	99391518	99579812	188295	-	140	upstream	140	TSPAN5
chr4	100009768	100010142	375	*	X02583	100507053	100010008	100222513	212506	+	0	overlapStart	0	LOC100507053
chr4	100009768	100010142	375	*	X02583	128	99992130	100009931	17802	-	0	overlapStart	0	ADH5
chr4	100815805	100815818	14	*	X02584	8649	100799495	100815703	16209	-	101	upstream	101	LAMTOR3
chr4	100867754	100867771	18	*	X02585	79982	100817407	100867883	50477	-	0	inside	111	DNAJB14
chr4	100871417	100871430	14	*	X02586	256880	100871636	100873620	1985	+	205	upstream	205	H2AZ1-DT
chr4	100871417	100871430	14	*	X02586	3015	100869243	100871512	2270	-	0	inside	81	H2AZ1
chr4	103682057	103682128	72	*	X02590	4126	103552643	103682151	129509	-	0	inside	22	MANBA
chr4	103790039	103790601	563	*	X02595	493856	103790135	103813963	23829	+	0	overlapStart	0	CISD2
chr4	103790039	103790601	563	*	X02595	7323	103717133	103790032	72900	-	6	upstream	6	UBE2D3
chr4	103940708	103940769	62	*	X02596	150159	103806205	103940896	134692	-	0	inside	126	SLC9B1
chr4	103940843	103940882	40	*	X02597	150159	103806205	103940896	134692	-	0	inside	13	SLC9B1
chr4	104119376	104119561	186	*	X02598	1062	104026963	104119566	92604	-	0	inside	4	CENPE
chr4	106395034	106395321	288	*	X02601	27068	106290234	106395227	104994	-	0	overlapStart	0	PPA2
chr4	106629676	106629843	168	*	X02602	57117	106603785	106629881	26097	-	0	inside	37	INTS12
chr4	106629676	106629843	168	*	X02602	79807	106629941	106768882	138942	+	97	upstream	97	GSTCD
chr4	106629884	106630085	202	*	X02603	57117	106603785	106629881	26097	-	2	upstream	2	INTS12
chr4	106629884	106630085	202	*	X02603	79807	106629941	106768882	138942	+	0	overlapStart	0	GSTCD
chr4	108641257	108641391	135	*	X02604	9061	108534822	108641419	106598	-	0	inside	27	PAPSS1
chr4	108911024	108911193	170	*	X02605	3033	108910870	108956331	45462	+	0	inside	153	HADH
chr4	109541708	109541775	68	*	X02607	285456	109459346	109541613	82268	-	94	upstream	94	RPL34-DT
chr4	109541708	109541775	68	*	X02607	6164	109541722	109551639	9918	+	0	overlapStart	0	RPL34
chr4	110354560	110354934	375	*	X02608	100533182	110351119	110354973	3855	-	0	inside	38	SEC24B-AS1
chr4	110354560	110354934	375	*	X02608	10427	110354971	110461615	106645	+	36	upstream	36	SEC24B
chr4	110354947	110354971	25	*	X02609	100533182	110351119	110354973	3855	-	0	inside	1	SEC24B-AS1
chr4	110354947	110354971	25	*	X02609	10427	110354971	110461615	106645	+	0	overlapStart	0	SEC24B
chr4	110481354	110481491	138	*	X02610	55013	110481355	110608872	127518	+	0	overlapStart	0	MCUB
chr4	110650944	110651164	221	*	X02611	81579	110631145	110651242	20098	-	0	inside	77	PLA2G12A
chr4	113206907	113207124	218	*	X02613	92610	113196782	113207059	10278	-	0	overlapStart	0	TIFA
chr4	113558390	113558752	363	*	X02614	51574	113558120	113578748	20629	+	0	inside	269	LARP7
chr4	113558390	113558752	363	*	X02614	55345	113460489	113558151	97663	-	238	upstream	238	ZGRF1
chr4	114900673	114900828	156	*	X02615	79642	114821440	114900878	79439	-	0	inside	49	ARSJ
chr4	119199874	119199926	53	*	X02616	100093630	119199917	119200978	1062	+	0	overlapStart	0	SNHG8
chr4	119199874	119199926	53	*	X02616	677809	119200345	119200475	131	+	418	upstream	418	SNORA24
chr4	120133899	120133972	74	*	X02618	54532	120133782	120216673	82892	+	0	inside	116	USP53
chr4	120375888	120375929	42	*	X02620	645513	120375938	120420747	44810	+	8	upstream	8	SEPTIN7P14
chr4	120375943	120376015	73	*	X02621	645513	120375938	120420747	44810	+	0	inside	4	SEPTIN7P14
chr4	120987841	120988016	176	*	X02622	4085	120980579	120988013	7435	-	0	overlapStart	0	MAD2L1
chr4	120988032	120988042	11	*	X02623	4085	120980579	120988013	7435	-	18	upstream	18	MAD2L1
chr4	120988089	120988112	24	*	X02624	4085	120980579	120988013	7435	-	75	upstream	75	MAD2L1
chr4	121843698	121843806	109	*	X02627	11107	121615929	121844013	228085	-	0	inside	206	PRDM5
chr4	122618050	122618169	120	*	X02628	308	122589152	122618147	28996	-	0	overlapStart	0	ANXA5
chr4	122686365	122686372	8	*	X02629	132332	122680085	122686340	6256	-	24	upstream	24	SMIM43
chr4	122686574	122686648	75	*	X02630	132332	122680085	122686340	6256	-	233	upstream	233	SMIM43
chr4	123844216	123844246	31	*	X02631	11162	123813799	123844159	30361	-	56	upstream	56	NUDT6
chr4	123844216	123844246	31	*	X02631	166378	123844225	124240604	396380	+	0	overlapStart	0	SPATA5
chr4	125633716	125633778	63	*	X02632	57182	125585204	125633887	48684	-	0	inside	108	ANKRD50
chr4	128703425	128703582	158	*	X02633	22824	128703453	128754526	51074	+	0	overlapStart	0	HSPA4L
chr4	128802048	128802074	27	*	X02634	10733	128802016	128820377	18362	+	0	inside	31	PLK4
chr4	128802136	128802171	36	*	X02635	10733	128802016	128820377	18362	+	0	inside	119	PLK4
chr4	129730830	129731097	268	*	X02646	79960	129730779	129796379	65601	+	0	inside	50	JADE1
chr4	139936705	139937513	809	*	X02649	25819	139936943	139967095	30153	+	0	overlapStart	0	NOCT
chr4	140222525	140222624	100	*	X02656	80155	140222676	140311935	89260	+	51	upstream	51	NAA15
chr4	140222685	140222750	66	*	X02657	80155	140222676	140311935	89260	+	0	inside	8	NAA15
chr4	141075192	141075211	20	*	X02659	55534	140637546	141075233	437688	-	0	inside	21	MAML3
chr4	141075238	141075498	261	*	X02660	55534	140637546	141075233	437688	-	4	upstream	4	MAML3
chr4	141294797	141294963	167	*	X02661	100129858	141204880	141294546	89667	-	250	upstream	250	SCOC-AS1
chr4	142054379	142054648	270	*	X02662	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	144105686	144105908	223	*	X02663	84640	144106070	144143141	37072	+	161	upstream	161	USP38
chr4	144257915	144258064	150	*	X02664	2549	144257983	144395718	137736	+	0	overlapStart	0	GAB1
chr4	144258103	144258225	123	*	X02665	2549	144257983	144395718	137736	+	0	inside	119	GAB1
chr4	146019510	146019521	12	*	X02670	10393	145915727	146019693	103967	-	0	inside	171	ANAPC10
chr4	146402593	146403140	548	*	X02671	4086	146402951	146480325	77375	+	0	overlapStart	0	SMAD1
chr4	146540290	146540572	283	*	X02672	166785	146540540	146581187	40648	+	0	overlapStart	0	MMAA
chr4	146859931	146860215	285	*	X02673	152485	146681888	146859607	177720	-	323	upstream	323	ZNF827
chr4	147096991	147097053	63	*	X02674	11157	147096835	147111213	14379	+	0	inside	155	LSM6
chr4	151936637	151937075	439	*	X02676	987	151185811	151936649	750839	-	0	overlapStart	0	LRBA
chr4	152020501	152020558	58	*	X02677	6189	152020725	152025804	5080	+	166	upstream	166	RPS3A
chr4	152020767	152020964	198	*	X02678	6189	152020725	152025804	5080	+	0	inside	41	RPS3A
chr4	152330023	152330045	23	*	X02680	729830	152330398	152584784	254387	+	352	upstream	352	FAM160A1
chr4	152330382	152330465	84	*	X02681	729830	152330398	152584784	254387	+	0	overlapStart	0	FAM160A1
chr4	152682064	152682090	27	*	X02682	5188	152591809	152682175	90367	-	0	inside	84	GATB
chr4	152682127	152682181	55	*	X02683	5188	152591809	152682175	90367	-	0	overlapStart	0	GATB
chr4	155471498	155471554	57	*	X02686	5356	155456149	155471585	15437	-	0	inside	30	PLRG1
chr4	156297815	156297866	52	*	X02689	79884	156263812	156298122	34311	-	0	inside	255	MAP9
chr4	156297878	156297925	48	*	X02690	79884	156263812	156298122	34311	-	0	inside	196	MAP9
chr4	159593468	159593533	66	*	X02691	201725	159587827	159593407	5581	-	60	upstream	60	C4orf46
chr4	159593468	159593533	66	*	X02691	2110	159593277	159629841	36565	+	0	inside	190	ETFDH
chr4	159644405	159644716	312	*	X02692	5481	159630279	159644552	14274	-	0	overlapStart	0	PPID
chr4	160025619	160025746	128	*	X02693	152940	159814684	160024105	209422	-	1513	upstream	1513	C4orf45
chr4	164415533	164416003	471	*	X02694	55319	164415673	164441691	26019	+	0	overlapStart	0	TMA16
chr4	166300241	166300294	54	*	X02696	1363	166300097	166419482	119386	+	0	inside	143	CPE
chr4	166300333	166300356	24	*	X02697	1363	166300097	166419482	119386	+	0	inside	235	CPE
chr4	169931339	169931395	57	*	X02700	84869	169784921	169931468	146548	-	0	inside	72	CBR4
chr4	170192007	170192273	267	*	X02703	57630	170015407	170192249	176843	-	0	overlapStart	0	SH3RF1
chr4	170948547	170948757	211	*	X02704	9848	170907748	170947429	39682	-	1117	upstream	1117	MFAP3L
chr4	170948809	170948872	64	*	X02705	9848	170907748	170947429	39682	-	1379	upstream	1379	MFAP3L
chr4	174255424	174255476	53	*	X02708	3148	174252527	174255595	3069	-	0	inside	118	HMGB2
chr4	174255517	174255535	19	*	X02709	3148	174252527	174255595	3069	-	0	inside	59	HMGB2
chr4	175204877	175205262	386	*	X02711	26269	175157810	175205402	47593	-	0	inside	139	FBXO8
chr4	175204877	175205262	386	*	X02711	80817	175204828	175254531	49704	+	0	inside	48	CEP44
chr4	177241084	177241343	260	*	X02712	60559	177241090	177253396	12307	+	0	overlapStart	0	SPCS3
chr4	178230951	178231165	215	*	X02714	55247	178230991	178284092	53102	+	0	overlapStart	0	NEIL3
chr4	178363244	178363455	212	*	X02715	175	178351929	178363657	11729	-	0	inside	201	AGA
chr4	184019196	184019211	16	*	X02719	80014	184020463	184241929	221467	+	1251	upstream	1251	WWC2
chr4	184019321	184019368	48	*	X02720	80014	184020463	184241929	221467	+	1094	upstream	1094	WWC2
chr4	184020325	184020351	27	*	X02721	152641	184018174	184020352	2179	-	0	inside	0	WWC2-AS2
chr4	184020325	184020351	27	*	X02721	80014	184020463	184241929	221467	+	111	upstream	111	WWC2
chr4	184020371	184020382	12	*	X02722	152641	184018174	184020352	2179	-	18	upstream	18	WWC2-AS2
chr4	184020371	184020382	12	*	X02722	80014	184020463	184241929	221467	+	80	upstream	80	WWC2
chr4	184020412	184020427	16	*	X02723	152641	184018174	184020352	2179	-	59	upstream	59	WWC2-AS2
chr4	184020412	184020427	16	*	X02723	80014	184020463	184241929	221467	+	35	upstream	35	WWC2
chr4	184021250	184021270	21	*	X02724	152641	184018174	184020352	2179	-	897	upstream	897	WWC2-AS2
chr4	184365659	184365715	57	*	X02725	55602	184365789	184369049	3261	+	73	upstream	73	CDKN2AIP
chr4	184365738	184366048	311	*	X02726	55602	184365789	184369049	3261	+	0	overlapStart	0	CDKN2AIP
chr4	184425009	184425046	38	*	X02727	3622	184426220	184432249	6030	+	1173	upstream	1173	ING2
chr4	184425084	184425098	15	*	X02728	3622	184426220	184432249	6030	+	1121	upstream	1121	ING2
chr4	184425116	184425137	22	*	X02729	3622	184426220	184432249	6030	+	1082	upstream	1082	ING2
chr4	184425704	184425737	34	*	X02730	3622	184426220	184432249	6030	+	482	upstream	482	ING2
chr4	184425704	184425737	34	*	X02730	389247	184415890	184425668	9779	-	35	upstream	35	LOC389247
chr4	184426416	184426476	61	*	X02731	3622	184426220	184432249	6030	+	0	inside	195	ING2
chr4	184426416	184426476	61	*	X02731	389247	184415890	184425668	9779	-	747	upstream	747	LOC389247
chr4	184426508	184426542	35	*	X02732	3622	184426220	184432249	6030	+	0	inside	287	ING2
chr4	184426508	184426542	35	*	X02732	389247	184415890	184425668	9779	-	839	upstream	839	LOC389247
chr4	185570425	185570583	159	*	X02733	201973	185570767	185616112	45346	+	183	upstream	183	PRIMPOL
chr4	185570425	185570583	159	*	X02733	836	185548850	185570629	21780	-	0	inside	45	CASP3
chr4	185655151	185655203	53	*	X02734	79682	185615219	185655286	40068	-	0	inside	82	CENPU
chr4	185655219	185655353	135	*	X02735	79682	185615219	185655286	40068	-	0	overlapStart	0	CENPU
chr4	186064415	186064597	183	*	X02736	291	186064417	186071538	7122	+	0	overlapStart	0	SLC25A4
chr4	186125263	186125350	88	*	X02737	57587	186080819	186125182	44364	-	80	upstream	80	CFAP97
chr4	186317124	186317652	529	*	X02739	353322	186317840	186321782	3943	+	187	upstream	187	ANKRD37
chr4	186317871	186317984	114	*	X02740	353322	186317840	186321782	3943	+	0	inside	30	ANKRD37
chr4	186347111	186347189	79	*	X02741	55325	186320694	186347139	26446	-	0	overlapStart	0	UFSP2
chr4	186347331	186347412	82	*	X02742	55325	186320694	186347139	26446	-	191	upstream	191	UFSP2
chr4	187112407	187112872	466	*	X02743	285440	187112674	187134617	21944	+	0	overlapStart	0	CYP4V2
chr4	187112407	187112872	466	*	X02743	651430	187110186	187112644	2459	-	0	overlapStart	0	FLJ38576
chr4	190861759	190861905	147	*	X02744	2483	190861974	190884359	22386	+	68	upstream	68	FRG1
chr4	190862006	190862078	73	*	X02745	2483	190861974	190884359	22386	+	0	inside	31	FRG1
chr5	218482	218648	167	*	X02748	133957	204875	218297	13423	-	184	upstream	184	CCDC127
chr5	218482	218648	167	*	X02748	6389	218356	256814	38459	+	0	inside	125	SDHA
chr5	218669	218688	20	*	X02749	133957	204875	218297	13423	-	371	upstream	371	CCDC127
chr5	271657	271928	272	*	X02750	10016	271736	315089	43354	+	0	overlapStart	0	PDCD6
chr5	473002	473212	211	*	X02753	25845	470625	473080	2456	-	0	overlapStart	0	PP7080
chr5	612448	612583	136	*	X02754	100996325	602284	612325	10042	-	122	upstream	122	LOC100996325
chr5	612448	612583	136	*	X02754	55722	612405	653666	41262	+	0	inside	42	CEP72
chr5	891658	891680	23	*	X02756	9319	892969	918164	25196	+	1288	upstream	1288	TRIP13
chr5	892944	892959	16	*	X02757	65980	863850	892939	29090	-	4	upstream	4	BRD9
chr5	892944	892959	16	*	X02757	9319	892969	918164	25196	+	9	upstream	9	TRIP13
chr5	893008	893109	102	*	X02758	65980	863850	892939	29090	-	68	upstream	68	BRD9
chr5	893008	893109	102	*	X02758	9319	892969	918164	25196	+	0	inside	38	TRIP13
chr5	1294960	1295139	180	*	X02760	7015	1253287	1295162	41876	-	0	inside	22	TERT
chr5	1345044	1345168	125	*	X02761	81037	1318000	1345002	27003	-	41	upstream	41	CLPTM1L
chr5	1345281	1345426	146	*	X02762	81037	1318000	1345002	27003	-	278	upstream	278	CLPTM1L
chr5	1523988	1524014	27	*	X02766	79888	1461542	1524076	62535	-	0	inside	61	LPCAT1
chr5	1594406	1594539	134	*	X02767	728609	1568637	1594646	26010	-	0	inside	106	SDHAP3
chr5	1594646	1594654	9	*	X02768	728609	1568637	1594646	26010	-	0	overlapStart	0	SDHAP3
chr5	1634189	1634248	60	*	X02769	728613	1597672	1634120	36449	-	68	upstream	68	LOC728613
chr5	1799790	1799945	156	*	X02770	4726	1801496	1816167	14672	+	1550	upstream	1550	NDUFS6
chr5	1799790	1799945	156	*	X02770	64979	1798499	1799956	1458	-	0	inside	10	MRPL36
chr5	1800001	1800243	243	*	X02771	4726	1801496	1816167	14672	+	1252	upstream	1252	NDUFS6
chr5	1800001	1800243	243	*	X02771	64979	1798499	1799956	1458	-	44	upstream	44	MRPL36
chr5	1801453	1801740	288	*	X02772	4726	1801496	1816167	14672	+	0	overlapStart	0	NDUFS6
chr5	1801453	1801740	288	*	X02772	64979	1798499	1799956	1458	-	1496	upstream	1496	MRPL36
chr5	1801779	1801796	18	*	X02773	4726	1801496	1816167	14672	+	0	inside	282	NDUFS6
chr5	1801779	1801796	18	*	X02773	64979	1798499	1799956	1458	-	1822	upstream	1822	MRPL36
chr5	5422189	5422231	43	*	X02774	23379	5422786	5490347	67562	+	554	upstream	554	ICE1
chr5	5422247	5422329	83	*	X02775	23379	5422786	5490347	67562	+	456	upstream	456	ICE1
chr5	5422583	5422602	20	*	X02776	23379	5422786	5490347	67562	+	183	upstream	183	ICE1
chr5	6633000	6633083	84	*	X02777	6715	6633500	6669675	36176	+	416	upstream	416	SRD5A1
chr5	6633105	6633243	139	*	X02778	54888	6599352	6633473	34122	-	0	inside	229	NSUN2
chr5	6633105	6633243	139	*	X02778	6715	6633500	6669675	36176	+	256	upstream	256	SRD5A1
chr5	6712903	6712934	32	*	X02779	11044	6714718	6757161	42444	+	1783	upstream	1783	TENT4A
chr5	6712957	6713064	108	*	X02780	11044	6714718	6757161	42444	+	1653	upstream	1653	TENT4A
chr5	6713369	6713381	13	*	X02781	11044	6714718	6757161	42444	+	1336	upstream	1336	TENT4A
chr5	6713604	6713616	13	*	X02782	11044	6714718	6757161	42444	+	1101	upstream	1101	TENT4A
chr5	7869237	7869423	187	*	X02783	4552	7869217	7901235	32019	+	0	inside	19	MTRR
chr5	7869237	7869423	187	*	X02783	79072	7859272	7869150	9879	-	86	upstream	86	FASTKD3
chr5	8457927	8457941	15	*	X02784	100505738	8457800	8463209	5410	+	0	inside	126	MIR4458HG
chr5	8457927	8457941	15	*	X02784	729506	8333596	8457677	124082	-	249	upstream	249	LINC02226
chr5	10250095	10250604	510	*	X02785	134145	10225620	10250021	24402	-	73	upstream	73	ATPSCKMT
chr5	10250095	10250604	510	*	X02785	22948	10250282	10266501	16220	+	0	overlapStart	0	CCT5
chr5	10353342	10354076	735	*	X02788	10299	10353751	10440500	86750	+	0	overlapStart	0	MARCHF6
chr5	10441811	10441854	44	*	X02789	100505845	10440847	10441963	1117	-	0	inside	108	ROPN1L-AS1
chr5	10441811	10441854	44	*	X02789	83853	10441974	10465138	23165	+	119	upstream	119	ROPN1L
chr5	10761195	10761382	188	*	X02792	1611	10679342	10761387	82046	-	0	inside	4	DAP
chr5	14143447	14143645	199	*	X02793	7204	14143829	14509458	365630	+	183	upstream	183	TRIO
chr5	14664624	14664700	77	*	X02795	90268	14664783	14699842	35060	+	82	upstream	82	OTULIN
chr5	16465768	16466163	396	*	X02797	90441	16451628	16465894	14267	-	0	overlapStart	0	ZNF622
chr5	17217792	17217801	10	*	X02798	285696	17130137	17217531	87395	-	260	upstream	260	BASP1-AS1
chr5	27472438	27472451	14	*	X02799	643401	27472399	27496508	24110	+	0	inside	38	PURPL
chr5	31639137	31639158	22	*	X02800	23037	31639517	32111038	471522	+	358	upstream	358	PDZD2
chr5	31639205	31639233	29	*	X02801	23037	31639517	32111038	471522	+	283	upstream	283	PDZD2
chr5	31639333	31639377	45	*	X02802	23037	31639517	32111038	471522	+	139	upstream	139	PDZD2
chr5	32174135	32174158	24	*	X02803	64083	32124824	32174425	49602	-	0	inside	266	GOLPH3
chr5	32174176	32174657	482	*	X02804	64083	32124824	32174425	49602	-	0	overlapStart	0	GOLPH3
chr5	32312939	32312955	17	*	X02805	54545	32227111	32313114	86004	-	0	inside	158	MTMR12
chr5	32444779	32444868	90	*	X02806	51663	32354456	32444844	90389	-	0	overlapStart	0	ZFR
chr5	32444985	32445125	141	*	X02807	51663	32354456	32444844	90389	-	140	upstream	140	ZFR
chr5	32585574	32585800	227	*	X02808	10923	32585605	32604185	18581	+	0	overlapStart	0	SUB1
chr5	34007777	34008165	389	*	X02810	23600	33987091	34008220	21130	-	0	inside	54	AMACR
chr5	34008177	34008198	22	*	X02811	23600	33987091	34008220	21130	-	0	inside	21	AMACR
